"","word_count","sd","ave_sentiment","source","doi","title","comment_rank"
"58",33,0.204042019482081,0.353820528622777,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"59",32,0.400414468977799,0.440020739382751,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"60",212,0.74739562946601,0.146338740926333,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"61",25,0,0,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"62",607,1.00622893383904,0.902573712558858,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"63",789,0.767969197979834,0.357182002011884,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"64",10,0.716888384939147,0.553234959829223,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"65",139,0.985179299170367,0.922839239325877,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"66",635,0.765500648115304,0.646043308984965,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"67",96,0.332136600233822,0.114597067578818,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"68",11,NA,1.47925200350272,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"69",47,0.827174791234524,0.607794070112362,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"70",5,NA,0,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"71",12,NA,1.7978544852104,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"72",41,0.314440344999489,0.357466287050143,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"73",404,0.20747357972316,0.239691984942798,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"74",48,0,0,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"75",71,1.05662281203145,1.38091412813381,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"76",31,0.380493031031757,0.315640946433761,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"77",37,0.046374427477594,0.58428897986952,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"78",67,0.0692417120755363,0.0636000673823887,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"79",24,0,0,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"80",63,0.260774918460379,0.282487610434295,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"81",96,NA,0.412322385499126,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"82",12,NA,1.09395052022725,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"83",52,0.544715560667754,0.460648084671953,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"84",6,NA,0,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"85",66,0.495382975579088,0.633798206706819,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"86",9,NA,0.750333601666667,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"87",753,0.778439471323798,0.388659061405324,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"88",75,0.0429400213063289,-0.0363129677189414,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"89",46,0,0,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"90",21,0.7862668407553,0.606775494203651,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"91",54,0.798241551063236,0.739445424513939,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"92",59,NA,0,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"93",40,0.404480991804816,0.484048133034355,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"94",14,NA,0,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"95",27,0.180333172620513,0.220537382687509,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"96",142,0.723438520333516,0.76503754069744,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"97",74,0.549543707397163,0.579165025896788,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"98",8,NA,0,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"99",80,0.250261368201002,0.199318552834482,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"100",79,0.151731225880408,0.128314121412384,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"101",89,0.462232168081598,0.562857498662408,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"102",15,NA,0,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"103",57,0.388577634287291,0.319545314403863,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"104",254,0.340178729084913,0.435971094941506,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"105",33,NA,0.767856512324449,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"106",83,0.0888297959005312,0.0980821888457288,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"107",15,NA,-0.347951534395219,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"108",13,NA,-0.352639180768932,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"109",53,NA,0,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"110",74,0.457176275503183,-0.386618982225937,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"111",53,NA,0,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"112",64,0.458318271705975,0.442794780425036,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"113",109,0.180763328093944,0.0731961172882144,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"114",126,0.393845373995258,0.401634584636749,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"115",74,0.351304028691483,0.322680638978262,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"116",159,0.125862832119551,0.0826772858067182,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"117",27,0.868034859024501,0.455745951465081,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"118",67,0.279904971777002,-0.275886690326398,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"119",49,0.354432951221586,0.861723994614514,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"120",65,0.720292082092017,0.712205093456405,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"121",15,NA,0,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"122",72,0.7014389696004,-0.00434568863948143,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"123",10,0,0,"medrxiv","10.1101/2020.03.09.20033217","Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1","10"
"124",40,0.467019100250976,-0.0186748175478239,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"125",126,0.739475826580081,0.628433109023861,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"126",53,0.309328753223677,-0.223134479128681,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"127",41,0.292537559122628,-0.268702317062609,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"128",67,0.521744109178391,0.286909261955825,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"129",21,NA,0.826948863751724,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"130",128,0.642902934739574,0.628071618220617,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"131",104,0.402114509938303,0.49216535472765,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"132",453,0.850043958971056,0.380443177709928,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"133",24,0.552824644416379,0.467505670845311,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"134",18,NA,0,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"135",13,NA,0.32691338520718,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"136",23,NA,0,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"137",14,NA,0.345502382866383,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"138",23,NA,0,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"139",875,0.505729144938082,0.536297717673006,"medrxiv","10.1101/2020.04.05.20054361","Population-level COVID-19 mortality risk for non-elderly individuals overall and for non-elderly individuals without underlying diseases in pandemic epicenters","8"
"140",4,NA,0,"medrxiv","10.1101/2020.04.05.20054361","Population-level COVID-19 mortality risk for non-elderly individuals overall and for non-elderly individuals without underlying diseases in pandemic epicenters","8"
"141",113,0.863899700327582,0.285593620084297,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"142",36,NA,0.1138942185,"medrxiv","10.1101/2020.04.05.20054361","Population-level COVID-19 mortality risk for non-elderly individuals overall and for non-elderly individuals without underlying diseases in pandemic epicenters","8"
"143",24,NA,1.20850067518002,"medrxiv","10.1101/2020.04.05.20054361","Population-level COVID-19 mortality risk for non-elderly individuals overall and for non-elderly individuals without underlying diseases in pandemic epicenters","8"
"144",51,NA,0,"medrxiv","10.1101/2020.03.11.20031096","Relationship between the ABO Blood Group and the COVID-19 Susceptibility","5"
"145",26,0.0976954294646296,0.0753932245672399,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"146",87,0.377737497067231,0.347790423707646,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"147",14,NA,-1.76736266336818,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"148",46,0.804616443980638,0.524683024128774,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"149",28,NA,1.28304165202665,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"150",38,0,0,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"151",100,0.314397697359483,0.390421565729509,"medrxiv","10.1101/2020.04.05.20054361","Population-level COVID-19 mortality risk for non-elderly individuals overall and for non-elderly individuals without underlying diseases in pandemic epicenters","8"
"152",54,2.44966785861674,1.79230235063416,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"153",101,0.469351106409794,0.602136643148186,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"154",152,0.543750535716341,0.521245678331453,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"155",59,0.824671143970252,-0.757478963945929,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"156",26,0.643625683734717,0.496696887223606,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"157",69,0.267406544967436,-0.226136944971775,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"158",82,1.14944015147034,0.0796313424698955,"medrxiv","10.1101/2020.03.24.20042937","Correlation between universal BCG vaccination policy and reduced morbidity and mortality for COVID-19: an epidemiological study","2"
"159",28,2.51709518652072,-0.983320744077308,"medrxiv","10.1101/2020.03.27.20043752","Forecasting COVID-19 impact on hospital bed-days, ICU-days, ventilator-days and deaths by US state in the next 4 months","6"
"160",41,NA,-0.361310587334088,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"161",82,0.467612738774107,0.181727847607557,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"162",250,0.261540826077041,0.144164381466178,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"163",62,0.157399653754177,0.144575116424181,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
"164",17,0.140823155723531,-0.108675624457698,"medrxiv","10.1101/2020.03.22.20040758","Efficacy of hydroxychloroquine in patients with COVID-19: results of a randomized clinical trial","7"
