source,doi,posted_date,covid_preprint,collection_date,abstract_views,full_text_views,pdf_downloads
bioRxiv,10.1101/2019.12.31.892133,2020-01-02,FALSE,Mar 2020,36,9,14
bioRxiv,10.1101/2019.12.31.892133,2020-01-02,FALSE,Apr 2020,1,1,2
bioRxiv,10.1101/2019.12.31.892240,2020-01-01,FALSE,Jan 2020,677,88,258
bioRxiv,10.1101/2019.12.31.892240,2020-01-01,FALSE,Feb 2020,149,31,76
bioRxiv,10.1101/2019.12.31.892240,2020-01-01,FALSE,Mar 2020,149,31,85
bioRxiv,10.1101/2019.12.31.892240,2020-01-01,FALSE,Apr 2020,22,11,6
medRxiv,10.1101/2019.12.31.19016279,2020-01-03,FALSE,Jan 2020,122,NA,36
medRxiv,10.1101/2019.12.31.19016279,2020-01-03,FALSE,Feb 2020,55,NA,26
medRxiv,10.1101/2019.12.31.19016279,2020-01-03,FALSE,Mar 2020,91,NA,11
medRxiv,10.1101/2019.12.31.19016279,2020-01-03,FALSE,Apr 2020,4,NA,2
medRxiv,10.1101/2020.01.01.20016295,2020-01-03,FALSE,Jan 2020,268,NA,84
medRxiv,10.1101/2020.01.01.20016295,2020-01-03,FALSE,Feb 2020,81,NA,69
medRxiv,10.1101/2020.01.01.20016295,2020-01-03,FALSE,Mar 2020,95,NA,57
medRxiv,10.1101/2020.01.01.20016295,2020-01-03,FALSE,Apr 2020,13,NA,8
medRxiv,10.1101/2020.01.02.20016311,2020-01-03,FALSE,Jan 2020,263,NA,91
medRxiv,10.1101/2020.01.02.20016311,2020-01-03,FALSE,Feb 2020,185,NA,97
medRxiv,10.1101/2020.01.02.20016311,2020-01-03,FALSE,Mar 2020,256,NA,137
medRxiv,10.1101/2020.01.02.20016311,2020-01-03,FALSE,Apr 2020,32,NA,32
medRxiv,10.1101/2020.01.02.20016329,2020-01-03,FALSE,Jan 2020,168,NA,213
medRxiv,10.1101/2020.01.02.20016329,2020-01-03,FALSE,Feb 2020,80,NA,42
medRxiv,10.1101/2020.01.02.20016329,2020-01-03,FALSE,Mar 2020,68,NA,19
medRxiv,10.1101/2020.01.02.20016329,2020-01-03,FALSE,Apr 2020,3,NA,5
bioRxiv,10.1101/2019.12.31.892067,2020-01-01,FALSE,Jan 2020,640,123,225
bioRxiv,10.1101/2019.12.31.892067,2020-01-01,FALSE,Feb 2020,188,37,70
bioRxiv,10.1101/2019.12.31.892067,2020-01-01,FALSE,Mar 2020,117,37,49
bioRxiv,10.1101/2019.12.31.892067,2020-01-01,FALSE,Apr 2020,15,2,16
bioRxiv,10.1101/2019.12.31.891606,2020-01-01,FALSE,Jan 2020,210,8,34
bioRxiv,10.1101/2019.12.31.891606,2020-01-01,FALSE,Feb 2020,44,15,9
bioRxiv,10.1101/2019.12.31.891606,2020-01-01,FALSE,Mar 2020,28,10,11
bioRxiv,10.1101/2019.12.31.891606,2020-01-01,FALSE,Apr 2020,1,0,1
bioRxiv,10.1101/2020.01.01.892299,2020-01-01,FALSE,Jan 2020,464,23,223
bioRxiv,10.1101/2020.01.01.892299,2020-01-01,FALSE,Feb 2020,86,22,54
bioRxiv,10.1101/2020.01.01.892299,2020-01-01,FALSE,Mar 2020,70,14,37
bioRxiv,10.1101/2020.01.01.892299,2020-01-01,FALSE,Apr 2020,12,1,10
bioRxiv,10.1101/2020.01.01.888354,2020-01-01,FALSE,Jan 2020,637,43,251
bioRxiv,10.1101/2020.01.01.888354,2020-01-01,FALSE,Feb 2020,162,24,57
bioRxiv,10.1101/2020.01.01.888354,2020-01-01,FALSE,Mar 2020,95,13,35
bioRxiv,10.1101/2020.01.01.888354,2020-01-01,FALSE,Apr 2020,5,0,4
bioRxiv,10.1101/2019.12.31.892018,2020-01-01,FALSE,Jan 2020,378,28,126
bioRxiv,10.1101/2019.12.31.892018,2020-01-01,FALSE,Feb 2020,96,27,33
bioRxiv,10.1101/2019.12.31.892018,2020-01-01,FALSE,Mar 2020,221,28,64
bioRxiv,10.1101/2019.12.31.892018,2020-01-01,FALSE,Apr 2020,9,3,9
bioRxiv,10.1101/2020.01.01.892521,2020-01-01,FALSE,Jan 2020,387,64,175
bioRxiv,10.1101/2020.01.01.892521,2020-01-01,FALSE,Feb 2020,74,19,30
bioRxiv,10.1101/2020.01.01.892521,2020-01-01,FALSE,Mar 2020,78,18,37
bioRxiv,10.1101/2020.01.01.892521,2020-01-01,FALSE,Apr 2020,6,1,3
medRxiv,10.1101/2019.12.31.19015966,2020-01-03,FALSE,Jan 2020,116,NA,43
medRxiv,10.1101/2019.12.31.19015966,2020-01-03,FALSE,Feb 2020,73,NA,33
medRxiv,10.1101/2019.12.31.19015966,2020-01-03,FALSE,Mar 2020,122,NA,46
medRxiv,10.1101/2019.12.31.19015966,2020-01-03,FALSE,Apr 2020,12,NA,6
bioRxiv,10.1101/2020.01.01.890137,2020-01-02,FALSE,Jan 2020,268,18,86
bioRxiv,10.1101/2020.01.01.890137,2020-01-02,FALSE,Feb 2020,89,21,24
bioRxiv,10.1101/2020.01.01.890137,2020-01-02,FALSE,Mar 2020,34,13,16
bioRxiv,10.1101/2020.01.01.890137,2020-01-02,FALSE,Apr 2020,1,0,2
bioRxiv,10.1101/2019.12.31.891929,2020-01-02,FALSE,Jan 2020,191,13,55
bioRxiv,10.1101/2019.12.31.891929,2020-01-02,FALSE,Feb 2020,38,20,9
bioRxiv,10.1101/2019.12.31.891929,2020-01-02,FALSE,Mar 2020,33,11,9
bioRxiv,10.1101/2019.12.31.891929,2020-01-02,FALSE,Apr 2020,1,1,4
bioRxiv,10.1101/2019.12.31.891895,2020-01-02,FALSE,Jan 2020,295,16,76
bioRxiv,10.1101/2019.12.31.891895,2020-01-02,FALSE,Feb 2020,58,38,29
bioRxiv,10.1101/2019.12.31.891895,2020-01-02,FALSE,Mar 2020,37,82,35
bioRxiv,10.1101/2019.12.31.891895,2020-01-02,FALSE,Apr 2020,3,6,5
bioRxiv,10.1101/2020.01.01.892448,2020-01-02,FALSE,Jan 2020,776,38,198
bioRxiv,10.1101/2020.01.01.892448,2020-01-02,FALSE,Feb 2020,129,25,42
bioRxiv,10.1101/2020.01.01.892448,2020-01-02,FALSE,Mar 2020,71,21,12
bioRxiv,10.1101/2020.01.01.892448,2020-01-02,FALSE,Apr 2020,7,3,6
bioRxiv,10.1101/2020.01.02.892836,2020-01-02,FALSE,Jan 2020,504,65,245
bioRxiv,10.1101/2020.01.02.892836,2020-01-02,FALSE,Feb 2020,73,29,42
bioRxiv,10.1101/2020.01.02.892836,2020-01-02,FALSE,Mar 2020,70,36,45
bioRxiv,10.1101/2020.01.02.892836,2020-01-02,FALSE,Apr 2020,8,2,3
bioRxiv,10.1101/2019.12.31.892232,2020-01-02,FALSE,Jan 2020,184,10,36
bioRxiv,10.1101/2019.12.31.892232,2020-01-02,FALSE,Feb 2020,46,15,13
bioRxiv,10.1101/2019.12.31.892232,2020-01-02,FALSE,Mar 2020,22,8,10
bioRxiv,10.1101/2019.12.31.892232,2020-01-02,FALSE,Apr 2020,1,1,1
bioRxiv,10.1101/2020.01.02.893107,2020-01-02,FALSE,Jan 2020,367,13,136
bioRxiv,10.1101/2020.01.02.893107,2020-01-02,FALSE,Feb 2020,55,17,29
bioRxiv,10.1101/2020.01.02.893107,2020-01-02,FALSE,Mar 2020,44,14,27
bioRxiv,10.1101/2020.01.02.893107,2020-01-02,FALSE,Apr 2020,6,1,2
bioRxiv,10.1101/2020.01.02.892976,2020-01-02,FALSE,Jan 2020,339,18,80
bioRxiv,10.1101/2020.01.02.892976,2020-01-02,FALSE,Feb 2020,70,17,33
bioRxiv,10.1101/2020.01.02.892976,2020-01-02,FALSE,Mar 2020,37,10,20
bioRxiv,10.1101/2020.01.02.892976,2020-01-02,FALSE,Apr 2020,8,2,2
bioRxiv,10.1101/2020.01.02.893016,2020-01-02,FALSE,Jan 2020,425,25,81
bioRxiv,10.1101/2020.01.02.893016,2020-01-02,FALSE,Feb 2020,145,26,28
bioRxiv,10.1101/2020.01.02.893016,2020-01-02,FALSE,Mar 2020,37,11,19
bioRxiv,10.1101/2020.01.02.893016,2020-01-02,FALSE,Apr 2020,2,1,2
bioRxiv,10.1101/2020.01.02.892638,2020-01-02,FALSE,Jan 2020,284,18,65
bioRxiv,10.1101/2020.01.02.892638,2020-01-02,FALSE,Feb 2020,67,21,12
bioRxiv,10.1101/2020.01.02.892638,2020-01-02,FALSE,Mar 2020,37,9,14
bioRxiv,10.1101/2020.01.02.892638,2020-01-02,FALSE,Apr 2020,2,1,2
bioRxiv,10.1101/2020.01.01.884023,2020-01-02,FALSE,Jan 2020,347,48,121
bioRxiv,10.1101/2020.01.01.884023,2020-01-02,FALSE,Feb 2020,127,27,34
bioRxiv,10.1101/2020.01.01.884023,2020-01-02,FALSE,Mar 2020,69,15,26
bioRxiv,10.1101/2020.01.01.884023,2020-01-02,FALSE,Apr 2020,8,2,2
bioRxiv,10.1101/2019.12.31.891507,2020-01-02,FALSE,Jan 2020,348,33,89
bioRxiv,10.1101/2019.12.31.891507,2020-01-02,FALSE,Feb 2020,59,24,26
bioRxiv,10.1101/2019.12.31.891507,2020-01-02,FALSE,Mar 2020,36,11,14
bioRxiv,10.1101/2019.12.31.891507,2020-01-02,FALSE,Apr 2020,10,1,3
bioRxiv,10.1101/2020.01.02.893164,2020-01-02,FALSE,Jan 2020,606,50,114
bioRxiv,10.1101/2020.01.02.893164,2020-01-02,FALSE,Feb 2020,130,46,32
bioRxiv,10.1101/2020.01.02.893164,2020-01-02,FALSE,Mar 2020,108,28,23
bioRxiv,10.1101/2020.01.02.893164,2020-01-02,FALSE,Apr 2020,4,6,3
bioRxiv,10.1101/2019.12.31.891978,2020-01-02,FALSE,Jan 2020,9862,1038,3033
bioRxiv,10.1101/2019.12.31.891978,2020-01-02,FALSE,Feb 2020,2164,537,603
bioRxiv,10.1101/2019.12.31.891978,2020-01-02,FALSE,Mar 2020,825,124,251
bioRxiv,10.1101/2019.12.31.891978,2020-01-02,FALSE,Apr 2020,133,15,43
bioRxiv,10.1101/2019.12.31.891408,2020-01-02,FALSE,Jan 2020,393,20,130
bioRxiv,10.1101/2019.12.31.891408,2020-01-02,FALSE,Feb 2020,85,19,28
bioRxiv,10.1101/2019.12.31.891408,2020-01-02,FALSE,Mar 2020,72,15,30
bioRxiv,10.1101/2019.12.31.891408,2020-01-02,FALSE,Apr 2020,2,1,2
bioRxiv,10.1101/2019.12.31.891853,2020-01-02,FALSE,Jan 2020,201,13,89
bioRxiv,10.1101/2019.12.31.891853,2020-01-02,FALSE,Feb 2020,36,13,14
bioRxiv,10.1101/2019.12.31.891853,2020-01-02,FALSE,Mar 2020,31,14,11
bioRxiv,10.1101/2019.12.31.891853,2020-01-02,FALSE,Apr 2020,1,1,1
bioRxiv,10.1101/2020.01.02.892828,2020-01-02,FALSE,Jan 2020,268,23,74
bioRxiv,10.1101/2020.01.02.892828,2020-01-02,FALSE,Feb 2020,42,26,13
bioRxiv,10.1101/2020.01.02.892828,2020-01-02,FALSE,Mar 2020,43,17,16
bioRxiv,10.1101/2020.01.02.892828,2020-01-02,FALSE,Apr 2020,1,1,1
bioRxiv,10.1101/2020.01.02.892935,2020-01-02,FALSE,Jan 2020,422,40,116
bioRxiv,10.1101/2020.01.02.892935,2020-01-02,FALSE,Feb 2020,82,45,66
bioRxiv,10.1101/2020.01.02.892935,2020-01-02,FALSE,Mar 2020,51,26,17
bioRxiv,10.1101/2020.01.02.892935,2020-01-02,FALSE,Apr 2020,2,4,1
bioRxiv,10.1101/2019.12.31.891317,2020-01-02,FALSE,Jan 2020,1466,74,386
bioRxiv,10.1101/2019.12.31.891317,2020-01-02,FALSE,Feb 2020,125,27,37
bioRxiv,10.1101/2019.12.31.891317,2020-01-02,FALSE,Mar 2020,125,28,44
bioRxiv,10.1101/2019.12.31.891317,2020-01-02,FALSE,Apr 2020,12,3,2
bioRxiv,10.1101/2019.12.31.892265,2020-01-02,FALSE,Jan 2020,252,16,93
bioRxiv,10.1101/2019.12.31.892265,2020-01-02,FALSE,Feb 2020,78,26,17
bioRxiv,10.1101/2019.12.31.892265,2020-01-02,FALSE,Mar 2020,33,7,13
bioRxiv,10.1101/2019.12.31.892265,2020-01-02,FALSE,Apr 2020,4,2,2
bioRxiv,10.1101/2019.12.31.889139,2020-01-02,FALSE,Jan 2020,809,68,435
bioRxiv,10.1101/2019.12.31.889139,2020-01-02,FALSE,Feb 2020,172,28,89
bioRxiv,10.1101/2019.12.31.889139,2020-01-02,FALSE,Mar 2020,124,19,66
bioRxiv,10.1101/2019.12.31.889139,2020-01-02,FALSE,Apr 2020,17,5,6
bioRxiv,10.1101/2019.12.31.892083,2020-01-02,FALSE,Jan 2020,383,31,83
bioRxiv,10.1101/2019.12.31.892083,2020-01-02,FALSE,Feb 2020,59,17,16
bioRxiv,10.1101/2019.12.31.892083,2020-01-02,FALSE,Mar 2020,43,10,15
bioRxiv,10.1101/2019.12.31.892083,2020-01-02,FALSE,Apr 2020,2,1,2
bioRxiv,10.1101/2019.12.31.892190,2020-01-02,FALSE,Jan 2020,876,72,844
bioRxiv,10.1101/2019.12.31.892190,2020-01-02,FALSE,Feb 2020,151,61,128
bioRxiv,10.1101/2019.12.31.892190,2020-01-02,FALSE,Mar 2020,99,66,92
bioRxiv,10.1101/2019.12.31.892190,2020-01-02,FALSE,Apr 2020,16,10,9
bioRxiv,10.1101/2020.01.01.878769,2020-01-02,FALSE,Jan 2020,318,10,50
bioRxiv,10.1101/2020.01.01.878769,2020-01-02,FALSE,Feb 2020,39,18,9
bioRxiv,10.1101/2020.01.01.878769,2020-01-02,FALSE,Mar 2020,30,6,14
bioRxiv,10.1101/2020.01.01.878769,2020-01-02,FALSE,Apr 2020,1,1,1
bioRxiv,10.1101/2020.01.02.891770,2020-01-02,FALSE,Jan 2020,419,21,78
bioRxiv,10.1101/2020.01.02.891770,2020-01-02,FALSE,Feb 2020,70,24,19
bioRxiv,10.1101/2020.01.02.891770,2020-01-02,FALSE,Mar 2020,68,13,38
bioRxiv,10.1101/2020.01.02.891770,2020-01-02,FALSE,Apr 2020,3,5,3
bioRxiv,10.1101/2020.01.02.893180,2020-01-02,FALSE,Jan 2020,967,40,252
bioRxiv,10.1101/2020.01.02.893180,2020-01-02,FALSE,Feb 2020,155,30,46
bioRxiv,10.1101/2020.01.02.893180,2020-01-02,FALSE,Mar 2020,47,10,17
bioRxiv,10.1101/2020.01.02.893180,2020-01-02,FALSE,Apr 2020,6,2,3
bioRxiv,10.1101/2020.01.02.893073,2020-01-02,FALSE,Jan 2020,353,8,97
bioRxiv,10.1101/2020.01.02.893073,2020-01-02,FALSE,Feb 2020,99,21,27
bioRxiv,10.1101/2020.01.02.893073,2020-01-02,FALSE,Mar 2020,74,12,27
bioRxiv,10.1101/2020.01.02.893073,2020-01-02,FALSE,Apr 2020,8,0,1
bioRxiv,10.1101/2020.01.01.892380,2020-01-02,FALSE,Jan 2020,253,14,107
bioRxiv,10.1101/2020.01.01.892380,2020-01-02,FALSE,Feb 2020,45,19,23
bioRxiv,10.1101/2020.01.01.892380,2020-01-02,FALSE,Mar 2020,20,6,13
bioRxiv,10.1101/2020.01.01.892380,2020-01-02,FALSE,Apr 2020,5,2,4
bioRxiv,10.1101/2020.01.02.892760,2020-01-02,FALSE,Jan 2020,373,40,130
bioRxiv,10.1101/2020.01.02.892760,2020-01-02,FALSE,Feb 2020,129,31,55
bioRxiv,10.1101/2020.01.02.892760,2020-01-02,FALSE,Mar 2020,75,22,33
bioRxiv,10.1101/2020.01.02.892760,2020-01-02,FALSE,Apr 2020,7,3,4
bioRxiv,10.1101/2020.01.02.892901,2020-01-02,FALSE,Jan 2020,392,12,83
bioRxiv,10.1101/2020.01.02.892901,2020-01-02,FALSE,Feb 2020,60,18,14
bioRxiv,10.1101/2020.01.02.892901,2020-01-02,FALSE,Mar 2020,62,10,23
bioRxiv,10.1101/2020.01.02.892901,2020-01-02,FALSE,Apr 2020,7,1,3
bioRxiv,10.1101/2019.12.31.892026,2020-01-02,FALSE,Jan 2020,420,21,107
bioRxiv,10.1101/2019.12.31.892026,2020-01-02,FALSE,Feb 2020,72,22,43
bioRxiv,10.1101/2019.12.31.892026,2020-01-02,FALSE,Mar 2020,61,8,35
bioRxiv,10.1101/2019.12.31.892026,2020-01-02,FALSE,Apr 2020,5,3,2
bioRxiv,10.1101/2019.12.31.892059,2020-01-02,FALSE,Jan 2020,617,33,183
bioRxiv,10.1101/2019.12.31.892059,2020-01-02,FALSE,Feb 2020,114,37,41
bioRxiv,10.1101/2019.12.31.892059,2020-01-02,FALSE,Mar 2020,100,29,29
bioRxiv,10.1101/2019.12.31.892059,2020-01-02,FALSE,Apr 2020,6,1,2
bioRxiv,10.1101/2020.01.02.893040,2020-01-02,FALSE,Jan 2020,443,19,78
bioRxiv,10.1101/2020.01.02.893040,2020-01-02,FALSE,Feb 2020,61,23,27
bioRxiv,10.1101/2020.01.02.893040,2020-01-02,FALSE,Mar 2020,58,9,23
bioRxiv,10.1101/2020.01.02.893040,2020-01-02,FALSE,Apr 2020,3,1,2
bioRxiv,10.1101/2020.01.02.893198,2020-01-02,FALSE,Jan 2020,852,82,318
bioRxiv,10.1101/2020.01.02.893198,2020-01-02,FALSE,Feb 2020,128,73,58
bioRxiv,10.1101/2020.01.02.893198,2020-01-02,FALSE,Mar 2020,86,112,60
bioRxiv,10.1101/2020.01.02.893198,2020-01-02,FALSE,Apr 2020,24,33,14
bioRxiv,10.1101/2019.12.30.890921,2020-01-03,FALSE,Jan 2020,431,29,119
bioRxiv,10.1101/2019.12.30.890921,2020-01-03,FALSE,Feb 2020,55,22,20
bioRxiv,10.1101/2019.12.30.890921,2020-01-03,FALSE,Mar 2020,44,14,24
bioRxiv,10.1101/2019.12.30.890921,2020-01-03,FALSE,Apr 2020,6,5,4
bioRxiv,10.1101/2020.01.01.892422,2020-01-02,FALSE,Jan 2020,221,25,68
bioRxiv,10.1101/2020.01.01.892422,2020-01-02,FALSE,Feb 2020,71,24,33
bioRxiv,10.1101/2020.01.01.892422,2020-01-02,FALSE,Mar 2020,47,14,39
bioRxiv,10.1101/2020.01.01.892422,2020-01-02,FALSE,Apr 2020,5,1,1
bioRxiv,10.1101/2020.01.02.893065,2020-01-02,FALSE,Jan 2020,395,125,123
bioRxiv,10.1101/2020.01.02.893065,2020-01-02,FALSE,Feb 2020,117,56,62
bioRxiv,10.1101/2020.01.02.893065,2020-01-02,FALSE,Mar 2020,77,47,27
bioRxiv,10.1101/2020.01.02.893065,2020-01-02,FALSE,Apr 2020,7,5,2
bioRxiv,10.1101/2020.01.01.891705,2020-01-02,FALSE,Jan 2020,240,26,108
bioRxiv,10.1101/2020.01.01.891705,2020-01-02,FALSE,Feb 2020,71,20,37
bioRxiv,10.1101/2020.01.01.891705,2020-01-02,FALSE,Mar 2020,47,13,23
bioRxiv,10.1101/2020.01.01.891705,2020-01-02,FALSE,Apr 2020,1,1,2
bioRxiv,10.1101/2019.12.31.892042,2020-01-02,FALSE,Jan 2020,250,13,70
bioRxiv,10.1101/2019.12.31.892042,2020-01-02,FALSE,Feb 2020,62,19,16
